Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
345,CA-2017-122154,09-04-17,11-04-17,First Class,SA-20830,Sue Ann Reed,Florida,32216,South,OFF-LA-10000121,Office Supplies,Labels,Avery 48,15.12,3,0.2,4.914
346,CA-2017-122154,09-04-17,11-04-17,First Class,SA-20830,Sue Ann Reed,Florida,32216,South,OFF-BI-10002026,Office Supplies,Binders,Avery Arch Ring Binders,17.43,1,0.7,-13.363
347,CA-2017-122154,09-04-17,11-04-17,First Class,SA-20830,Sue Ann Reed,Florida,32216,South,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,251.64,3,0.2,88.074
348,US-2017-126179,03-07-17,07-07-17,Standard Class,CS-12460,Chuck Sachs,Georgia,31907,South,FUR-FU-10002554,Furniture,Furnishings,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",23.99,1,0,5.5177
349,US-2017-126179,03-07-17,07-07-17,Standard Class,CS-12460,Chuck Sachs,Georgia,31907,South,TEC-PH-10001557,Technology,Phones,Pyle PMP37LED,287.97,3,0,77.7519
350,CA-2017-157651,10-12-17,14-12-17,Standard Class,HA-14920,Helen Andreada,Pennsylvania,19120,East,TEC-AC-10003116,Technology,Accessories,Memorex Froggy Flash Drive 8 GB,14.2,1,0.2,3.3725
351,CA-2017-167703,03-02-17,08-02-17,Standard Class,MC-17575,Matt Collins,Ohio,45231,East,OFF-BI-10002071,Office Supplies,Binders,Fellowes Black Plastic Comb Bindings,5.229,3,0.7,-4.1832
352,CA-2017-167703,03-02-17,08-02-17,Standard Class,MC-17575,Matt Collins,Ohio,45231,East,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",285.552,2,0.2,35.694
353,CA-2017-121804,03-03-17,08-03-17,Standard Class,LP-17095,Liz Preis,Kentucky,42071,South,OFF-AP-10004859,Office Supplies,Appliances,Acco 6 Outlet Guardian Premium Surge Suppressor,72.8,5,0,19.656
354,CA-2017-162635,09-10-17,10-10-17,First Class,EB-14170,Evan Bailliet,North Carolina,28403,South,OFF-PA-10002659,Office Supplies,Paper,Avoid Verbal Orders Carbonless Minifold Book,10.816,4,0.2,3.5152
355,CA-2017-106033,15-10-17,18-10-17,Second Class,FG-14260,Frank Gastineau,California,94110,West,OFF-AR-10002818,Office Supplies,Art,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,87.92,4,0,26.376
356,CA-2017-127705,02-06-17,06-06-17,Standard Class,AB-10255,Alejandro Ballentine,Ohio,44052,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,2.97,1,0.4,-0.6435
357,CA-2017-127705,02-06-17,06-06-17,Standard Class,AB-10255,Alejandro Ballentine,Ohio,44052,East,OFF-ST-10004507,Office Supplies,Storage,Advantus Rolling Storage Box,27.44,2,0.2,2.401
358,US-2017-123281,02-04-17,07-04-17,Standard Class,JF-15190,Jamie Frazer,California,90008,West,FUR-FU-10003724,Furniture,Furnishings,Westinghouse Clip-On Gooseneck Lamps,25.11,3,0,6.5286
359,CA-2017-100524,31-03-17,02-04-17,Second Class,CM-12115,Chad McGuire,New York,10011,East,FUR-FU-10004018,Furniture,Furnishings,Tensor Computer Mounted Lamp,29.78,2,0,8.0406
360,CA-2017-100524,31-03-17,02-04-17,Second Class,CM-12115,Chad McGuire,New York,10011,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,3,0,176.1708
361,CA-2017-100524,31-03-17,02-04-17,Second Class,CM-12115,Chad McGuire,New York,10011,East,OFF-PA-10004911,Office Supplies,Paper,"Rediform S.O.S. 1-Up Phone Message Bk, 4-1/4x3-1/16 Bk, 1 Form/Pg, 40 Messages/Bk, 3/Pk",75.04,8,0,36.0192
362,CA-2017-113481,02-01-17,04-01-17,First Class,AS-10045,Aaron Smayling,North Carolina,28540,South,TEC-MA-10002178,Technology,Machines,Cisco CP-7937G Unified IP Conference Station Phone,695.7,2,0.5,-27.828
363,CA-2017-113481,02-01-17,04-01-17,First Class,AS-10045,Aaron Smayling,North Carolina,28540,South,OFF-BI-10003694,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",15.66,5,0.7,-12.528
364,CA-2017-113481,02-01-17,04-01-17,First Class,AS-10045,Aaron Smayling,North Carolina,28540,South,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,28.854,6,0.7,-21.1596
365,CA-2017-162978,04-05-17,09-05-17,Standard Class,LW-16990,Lindsay Williams,California,94109,West,TEC-PH-10003092,Technology,Phones,Motorola L804,183.96,5,0.2,20.6955
366,CA-2017-162978,04-05-17,09-05-17,Standard Class,LW-16990,Lindsay Williams,California,94109,West,OFF-PA-10002250,Office Supplies,Paper,Things To Do Today Pad,17.61,3,0,8.4528
367,CA-2017-162978,04-05-17,09-05-17,Standard Class,LW-16990,Lindsay Williams,California,94109,West,FUR-TA-10003473,Furniture,Tables,Bretford Rectangular Conference Table Tops,300.904,1,0.2,11.2839
368,CA-2017-160045,26-04-17,27-04-17,First Class,LB-16735,Larry Blacks,Texas,76106,Central,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",1.988,1,0.6,-1.4413
369,CA-2017-125199,19-10-17,25-10-17,Standard Class,HM-14860,Harry Marie,Pennsylvania,19120,East,OFF-AR-10002956,Office Supplies,Art,Boston 16801 Nautilus Battery Pencil Sharpener,123.256,7,0.2,9.2442
370,CA-2017-125199,19-10-17,25-10-17,Standard Class,HM-14860,Harry Marie,Pennsylvania,19120,East,OFF-PA-10004041,Office Supplies,Paper,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",23.68,4,0.2,7.4
371,CA-2017-125199,19-10-17,25-10-17,Standard Class,HM-14860,Harry Marie,Pennsylvania,19120,East,TEC-PH-10001336,Technology,Phones,Digium D40 VoIP phone,309.576,4,0.4,-56.7556
372,US-2017-155425,10-11-17,11-11-17,First Class,AB-10600,Ann Blume,Arizona,85705,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,38.388,14,0.7,-25.592
373,US-2017-155425,10-11-17,11-11-17,First Class,AB-10600,Ann Blume,Arizona,85705,West,TEC-MA-10003183,Technology,Machines,DYMO CardScan Personal V9 Business Card Scanner,95.994,2,0.7,-63.996
374,US-2017-155425,10-11-17,11-11-17,First Class,AB-10600,Ann Blume,Arizona,85705,West,TEC-AC-10001314,Technology,Accessories,Case Logic 2.4GHz Wireless Keyboard,239.952,6,0.2,-35.9928
375,US-2017-155425,10-11-17,11-11-17,First Class,AB-10600,Ann Blume,Arizona,85705,West,TEC-PH-10002563,Technology,Phones,Adtran 1202752G1,201.584,2,0.2,15.1188
376,US-2017-155425,10-11-17,11-11-17,First Class,AB-10600,Ann Blume,Arizona,85705,West,FUR-CH-10003312,Furniture,Chairs,Hon 2090 “Pillow Soft” Series Mid Back Swivel/Tilt Chairs,899.136,4,0.2,-146.1096
377,CA-2017-133249,08-07-17,11-07-17,First Class,SZ-20035,Sam Zeldin,California,90660,West,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",145.9,5,0,62.737
378,CA-2017-136672,07-03-17,12-03-17,Standard Class,MG-17890,Michael Granlund,Maryland,20735,East,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,49.08,3,0,4.908
379,CA-2017-124828,03-07-17,04-07-17,First Class,YS-21880,Yana Sorensen,North Carolina,27217,South,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,9.552,3,0.2,1.5522
380,US-2017-117247,09-10-17,14-10-17,Standard Class,CK-12760,Cyma Kinney,Illinois,60505,Central,FUR-TA-10002958,Furniture,Tables,"Bevis Oval Conference Table, Walnut",652.45,5,0.5,-430.617
381,US-2017-117247,09-10-17,14-10-17,Standard Class,CK-12760,Cyma Kinney,Illinois,60505,Central,FUR-TA-10001676,Furniture,Tables,Hon 61000 Series Interactive Training Tables,66.645,3,0.5,-42.6528
382,CA-2017-105144,04-11-17,11-11-17,Standard Class,SZ-20035,Sam Zeldin,Texas,75051,Central,OFF-LA-10003923,Office Supplies,Labels,Alphabetical Labels for Top Tab Filing,23.68,2,0.2,8.88
383,CA-2017-115994,28-01-17,31-01-17,Second Class,BT-11305,Beth Thompson,California,92627,West,TEC-AC-10000580,Technology,Accessories,Logitech G13 Programmable Gameboard with LCD Display,239.97,3,0,26.3967
384,CA-2017-115994,28-01-17,31-01-17,Second Class,BT-11305,Beth Thompson,California,92627,West,FUR-FU-10003976,Furniture,Furnishings,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",37.74,3,0,12.8316
385,CA-2017-122700,26-11-17,30-11-17,Standard Class,LT-17110,Liz Thompson,Ohio,43229,East,TEC-PH-10003092,Technology,Phones,Motorola L804,220.752,8,0.4,-40.4712
386,CA-2017-106852,20-06-17,27-06-17,Standard Class,ST-20530,Shui Tom,Ohio,44134,East,OFF-PA-10001639,Office Supplies,Paper,Xerox 203,31.104,6,0.2,10.8864
387,CA-2017-106852,20-06-17,27-06-17,Standard Class,ST-20530,Shui Tom,Ohio,44134,East,OFF-AR-10003829,Office Supplies,Art,Newell 35,5.248,2,0.2,0.5904
388,CA-2017-122735,12-04-17,15-04-17,Second Class,BD-11320,Bill Donatelli,Rhode Island,2908,East,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0,13.365
389,CA-2017-122735,12-04-17,15-04-17,Second Class,BD-11320,Bill Donatelli,Rhode Island,2908,East,OFF-PA-10001712,Office Supplies,Paper,Xerox 1948,39.96,4,0,17.982
390,CA-2017-128160,19-12-17,24-12-17,Second Class,MM-17920,Michael Moore,California,94110,West,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,36.672,2,0.2,11.46
391,CA-2017-117695,05-08-17,08-08-17,First Class,PW-19030,Pauline Webber,Kentucky,40475,South,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",13.76,2,0,6.3296
392,CA-2017-102337,13-06-17,16-06-17,First Class,SD-20485,Shirley Daniels,Illinois,60653,Central,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",164.736,4,0.2,-39.1248
393,CA-2017-102337,13-06-17,16-06-17,First Class,SD-20485,Shirley Daniels,Illinois,60653,Central,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,470.302,7,0.3,-87.3418
394,CA-2017-102337,13-06-17,16-06-17,First Class,SD-20485,Shirley Daniels,Illinois,60653,Central,TEC-PH-10002564,Technology,Phones,OtterBox Defender Series Case - Samsung Galaxy S4,47.984,2,0.2,5.998
395,CA-2017-148474,12-06-17,19-06-17,Standard Class,ME-17320,Maria Etezadi,Georgia,31907,South,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,91.2,3,0,41.952
396,CA-2017-148474,12-06-17,19-06-17,Standard Class,ME-17320,Maria Etezadi,Georgia,31907,South,FUR-TA-10002530,Furniture,Tables,"Iceberg OfficeWorks 42"" Round Tables",452.94,3,0,67.941
397,CA-2017-139199,09-12-17,13-12-17,Standard Class,DK-12835,Damala Kotsonis,Michigan,48234,Central,FUR-CH-10000847,Furniture,Chairs,Global Executive Mid-Back Manager's Chair,872.94,3,0,226.9644
398,CA-2017-139199,09-12-17,13-12-17,Standard Class,DK-12835,Damala Kotsonis,Michigan,48234,Central,OFF-BI-10003982,Office Supplies,Binders,Wilson Jones Century Plastic Molded Ring Binders,41.54,2,0,19.5238
399,CA-2017-139199,09-12-17,13-12-17,Standard Class,DK-12835,Damala Kotsonis,Michigan,48234,Central,OFF-PA-10001293,Office Supplies,Paper,Xerox 1946,12.96,2,0,6.2208
400,CA-2017-164959,11-07-17,15-07-17,Standard Class,KN-16390,Katherine Nockton,California,90004,West,OFF-LA-10004272,Office Supplies,Labels,Avery 482,8.67,3,0,4.0749
401,US-2017-104955,19-03-17,24-03-17,Standard Class,CG-12040,Catherine Glotzbach,New York,10024,East,OFF-LA-10003121,Office Supplies,Labels,Avery 506,28.91,7,0,13.2986
402,CA-2017-121468,19-11-17,20-11-17,First Class,KD-16345,Katherine Ducich,California,92683,West,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,31.968,4,0.2,2.3976
403,CA-2017-101210,25-08-17,28-08-17,Second Class,DW-13540,Don Weiss,Tennessee,38301,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,9.728,2,0.2,1.7024
404,CA-2017-101210,25-08-17,28-08-17,Second Class,DW-13540,Don Weiss,Tennessee,38301,South,OFF-PA-10000130,Office Supplies,Paper,Xerox 199,3.424,1,0.2,1.07
405,CA-2017-151911,30-04-17,05-05-17,Second Class,DL-13495,Dionis Lloyd,New York,10024,East,OFF-EN-10002986,Office Supplies,Envelopes,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",62.96,4,0,28.332
406,CA-2017-166436,24-11-17,28-11-17,Standard Class,TS-21370,Todd Sumrall,New York,10035,East,OFF-PA-10001838,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",5.88,1,0,2.8812
407,CA-2017-166436,24-11-17,28-11-17,Standard Class,TS-21370,Todd Sumrall,New York,10035,East,FUR-CH-10000785,Furniture,Chairs,Global Ergonomic Managers Chair,977.292,6,0.1,173.7408
408,CA-2017-139661,30-10-17,03-11-17,Standard Class,JW-15220,Jane Waco,Washington,98661,West,FUR-FU-10002885,Furniture,Furnishings,Magna Visual Magnetic Picture Hangers,9.64,2,0,3.6632
409,CA-2017-152485,04-09-17,08-09-17,Standard Class,JD-15790,John Dryer,Texas,75019,Central,OFF-AR-10003759,Office Supplies,Art,"Crayola Anti Dust Chalk, 12/Pack",10.192,7,0.2,3.185
410,CA-2017-152485,04-09-17,08-09-17,Standard Class,JD-15790,John Dryer,Texas,75019,Central,OFF-ST-10004950,Office Supplies,Storage,Acco Perma 3000 Stacking Storage Drawers,16.784,1,0.2,-0.2098
411,CA-2017-152485,04-09-17,08-09-17,Standard Class,JD-15790,John Dryer,Texas,75019,Central,OFF-AR-10001940,Office Supplies,Art,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",13.12,5,0.2,3.772
412,CA-2017-130386,12-11-17,18-11-17,Standard Class,NG-18430,Nathan Gelder,Texas,78745,Central,OFF-PA-10002749,Office Supplies,Paper,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",16.056,3,0.2,5.8203
413,CA-2017-130386,12-11-17,18-11-17,Standard Class,NG-18430,Nathan Gelder,Texas,78745,Central,OFF-PA-10003823,Office Supplies,Paper,Xerox 197,223.056,9,0.2,69.705
414,CA-2017-130386,12-11-17,18-11-17,Standard Class,NG-18430,Nathan Gelder,Texas,78745,Central,OFF-ST-10003716,Office Supplies,Storage,Tennsco Double-Tier Lockers,540.048,3,0.2,-47.2542
415,CA-2017-154935,24-12-17,29-12-17,Standard Class,AR-10540,Andy Reiter,New York,10024,East,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",17.88,3,0.2,5.5875
416,CA-2017-108294,10-12-17,10-12-17,Same Day,LS-16975,Lindsay Shagiari,Nebraska,68104,Central,OFF-BI-10004965,Office Supplies,Binders,Ibico Covers for Plastic or Wire Binding Elements,34.5,3,0,15.525
417,CA-2017-103611,12-09-17,15-09-17,First Class,JM-15535,Jessica Myrick,California,90036,West,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",8.36,2,0,3.0096
418,CA-2017-100384,24-06-17,01-07-17,Standard Class,NH-18610,Nicole Hansen,California,91767,West,OFF-AR-10002135,Office Supplies,Art,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,385.6,8,0,111.824
419,CA-2017-100384,24-06-17,01-07-17,Standard Class,NH-18610,Nicole Hansen,California,91767,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,35.82,9,0,11.8206
420,CA-2017-112809,18-08-17,22-08-17,Standard Class,RA-19915,Russell Applegate,Texas,75220,Central,OFF-ST-10002276,Office Supplies,Storage,Safco Steel Mobile File Cart,200.064,3,0.2,12.504
421,CA-2017-112809,18-08-17,22-08-17,Standard Class,RA-19915,Russell Applegate,Texas,75220,Central,OFF-BI-10001098,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,21.38,5,0.8,-33.139
422,CA-2017-112809,18-08-17,22-08-17,Standard Class,RA-19915,Russell Applegate,Texas,75220,Central,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,6.744,4,0.8,-11.4648
423,US-2017-160759,11-12-17,17-12-17,Standard Class,AI-10855,Arianne Irving,Pennsylvania,19120,East,FUR-CH-10002961,Furniture,Chairs,"Leather Task Chair, Black",63.686,1,0.3,-9.098
424,CA-2017-148446,10-12-17,14-12-17,Second Class,MC-17845,Michael Chen,Nevada,89031,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1669.6,4,0,116.872
425,CA-2017-116204,11-02-17,14-02-17,Second Class,VW-21775,Victoria Wilson,California,94110,West,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",21.336,7,0.2,7.7343
426,CA-2017-109946,16-04-17,21-04-17,Standard Class,PL-18925,Paul Lucas,Illinois,60610,Central,OFF-AR-10001419,Office Supplies,Art,Newell 325,16.52,5,0.2,2.065
427,CA-2017-159884,31-08-17,05-09-17,Standard Class,JF-15490,Jeremy Farry,Arizona,85281,West,OFF-ST-10000344,Office Supplies,Storage,"Neat Ideas Personal Hanging Folder Files, Black",10.744,1,0.2,0.8058
428,CA-2017-159884,31-08-17,05-09-17,Standard Class,JF-15490,Jeremy Farry,Arizona,85281,West,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,8.376,3,0.2,2.7222
429,CA-2017-124086,10-02-17,14-02-17,Standard Class,MP-18175,Mike Pelletier,California,92677,West,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",203.983,2,0.15,16.7986
430,CA-2017-121888,15-09-17,17-09-17,Second Class,CL-11890,Carl Ludwig,Massachusetts,2149,East,TEC-PH-10000439,Technology,Phones,GE DSL Phone Line Filter,39.99,1,0,11.5971
431,CA-2017-121888,15-09-17,17-09-17,Second Class,CL-11890,Carl Ludwig,Massachusetts,2149,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",16.28,2,0,6.512
432,CA-2017-121888,15-09-17,17-09-17,Second Class,CL-11890,Carl Ludwig,Massachusetts,2149,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",782.94,3,0,203.5644
433,CA-2017-121888,15-09-17,17-09-17,Second Class,CL-11890,Carl Ludwig,Massachusetts,2149,East,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,242.48,7,0,116.3904
434,US-2017-124926,13-11-17,18-11-17,Second Class,ME-17320,Maria Etezadi,Texas,77095,Central,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,9.324,6,0.8,-24.7086
435,CA-2017-158386,16-10-17,21-10-17,Standard Class,BO-11425,Bobby Odegard,Kentucky,40475,South,OFF-BI-10003719,Office Supplies,Binders,Large Capacity Hanging Post Binders,124.75,5,0,57.385
436,CA-2017-120761,04-09-17,08-09-17,Standard Class,AB-10150,Aimee Bixby,New York,11561,East,TEC-AC-10000171,Technology,Accessories,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",91.96,4,0,39.5428
437,CA-2017-107293,05-09-17,06-09-17,First Class,CS-12400,Christopher Schild,Washington,98115,West,OFF-AR-10003732,Office Supplies,Art,Newell 333,2.78,1,0,0.7228
438,US-2017-102890,30-06-17,30-06-17,Same Day,SG-20470,Sheri Gordon,New York,10011,East,FUR-TA-10000577,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,1044.63,5,0.4,-295.9785
439,US-2017-152002,11-06-17,11-06-17,Same Day,DV-13465,Dianna Vittorini,California,90004,West,OFF-PA-10000357,Office Supplies,Paper,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",122.97,3,0,60.2553
440,CA-2017-165029,26-11-17,30-11-17,Standard Class,AH-10075,Adam Hart,Georgia,30318,South,OFF-AR-10003504,Office Supplies,Art,Newell 347,12.84,3,0,3.7236
441,CA-2017-149181,08-05-17,12-05-17,Standard Class,MD-17350,Maribeth Dona,Ohio,43229,East,FUR-CH-10004540,Furniture,Chairs,Global Chrome Stack Chair,47.992,2,0.3,-2.0568
442,CA-2017-132234,16-10-17,18-10-17,First Class,MY-17380,Maribeth Yedwab,New York,10011,East,FUR-FU-10001290,Furniture,Furnishings,Executive Impressions Supervisor Wall Clock,547.3,13,0,175.136
443,CA-2017-158876,19-11-17,21-11-17,Second Class,AB-10150,Aimee Bixby,Texas,75007,Central,OFF-PA-10000308,Office Supplies,Paper,Xerox 1901,16.896,4,0.2,5.28
444,CA-2017-158876,19-11-17,21-11-17,Second Class,AB-10150,Aimee Bixby,Texas,75007,Central,OFF-SU-10001165,Office Supplies,Supplies,Acme Elite Stainless Steel Scissors,6.672,1,0.2,0.5004
445,CA-2017-158876,19-11-17,21-11-17,Second Class,AB-10150,Aimee Bixby,Texas,75007,Central,OFF-AR-10003373,Office Supplies,Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.136,4,0.2,8.6744
446,CA-2017-158876,19-11-17,21-11-17,Second Class,AB-10150,Aimee Bixby,Texas,75007,Central,FUR-FU-10001967,Furniture,Furnishings,Telescoping Adjustable Floor Lamp,15.992,2,0.6,-13.993
447,CA-2017-116645,30-11-17,04-12-17,Standard Class,ME-17725,Max Engle,Delaware,19711,East,OFF-AR-10001044,Office Supplies,Art,"BOSTON Ranger #55 Pencil Sharpener, Black",155.94,6,0,45.2226
448,CA-2017-138380,21-12-17,25-12-17,Standard Class,YS-21880,Yana Sorensen,California,94601,West,OFF-ST-10003306,Office Supplies,Storage,Letter Size Cart,1000.02,7,0,290.0058
449,CA-2017-108560,08-07-17,15-07-17,Standard Class,JC-15385,Jenna Caffey,Washington,98031,West,FUR-FU-10002937,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",198.46,2,0,99.23
450,CA-2017-108560,08-07-17,15-07-17,Standard Class,JC-15385,Jenna Caffey,Washington,98031,West,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",786.48,8,0,385.3752
451,CA-2017-108560,08-07-17,15-07-17,Standard Class,JC-15385,Jenna Caffey,Washington,98031,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",23.168,2,0.2,7.8192
452,CA-2017-108560,08-07-17,15-07-17,Standard Class,JC-15385,Jenna Caffey,Washington,98031,West,TEC-AC-10003063,Technology,Accessories,Micro Innovations USB RF Wireless Keyboard with Mouse,50,2,0,10.5
453,CA-2017-101049,21-06-17,25-06-17,Second Class,AS-10240,Alan Shonely,Ohio,44105,East,FUR-FU-10004415,Furniture,Furnishings,"Stacking Tray, Side-Loading, Legal, Smoke",17.92,5,0.2,2.464
454,CA-2017-101049,21-06-17,25-06-17,Second Class,AS-10240,Alan Shonely,Ohio,44105,East,OFF-BI-10001510,Office Supplies,Binders,Deluxe Heavy-Duty Vinyl Round Ring Binder,41.256,6,0.7,-34.38
455,US-2017-132444,18-11-17,21-11-17,First Class,CD-12280,Christina DeMoss,Washington,98105,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,169.68,6,0,45.8136
456,US-2017-132444,18-11-17,21-11-17,First Class,CD-12280,Christina DeMoss,Washington,98105,West,TEC-AC-10003832,Technology,Accessories,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,132.52,4,0,54.3332
457,US-2017-132444,18-11-17,21-11-17,First Class,CD-12280,Christina DeMoss,Washington,98105,West,OFF-FA-10000611,Office Supplies,Fasteners,Binder Clips by OIC,2.96,2,0,1.4208
458,US-2017-132444,18-11-17,21-11-17,First Class,CD-12280,Christina DeMoss,Washington,98105,West,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",8.448,2,0.2,2.9568
459,US-2017-132444,18-11-17,21-11-17,First Class,CD-12280,Christina DeMoss,Washington,98105,West,OFF-ST-10000563,Office Supplies,Storage,Fellowes Bankers Box Stor/Drawer Steel Plus,95.94,3,0,9.594
460,CA-2017-161809,20-01-17,26-01-17,Standard Class,TH-21100,Thea Hendricks,California,90045,West,TEC-PH-10004922,Technology,Phones,RCA Visys Integrated PBX 8-Line Router,160.776,3,0.2,10.0485
461,CA-2017-127285,30-10-17,06-11-17,Standard Class,MM-18055,Michelle Moray,Washington,98115,West,OFF-BI-10004330,Office Supplies,Binders,"GBC Velobind Prepunched Cover Sets, Regency Series",88.752,3,0.2,27.735
462,CA-2017-127285,30-10-17,06-11-17,Standard Class,MM-18055,Michelle Moray,Washington,98115,West,OFF-BI-10002072,Office Supplies,Binders,Cardinal Slant-D Ring Binders,13.904,2,0.2,5.214
463,CA-2017-144526,30-04-17,06-05-17,Standard Class,QJ-19255,Quincy Jones,Pennsylvania,19143,East,TEC-PH-10002549,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,677.58,5,0.4,-158.102
464,CA-2017-144526,30-04-17,06-05-17,Standard Class,QJ-19255,Quincy Jones,Pennsylvania,19143,East,OFF-BI-10002353,Office Supplies,Binders,GBC VeloBind Cover Sets,13.896,3,0.7,-9.264
465,CA-2017-159457,19-10-17,26-10-17,Standard Class,RD-19480,Rick Duston,Texas,77095,Central,TEC-PH-10002185,Technology,Phones,QVS USB Car Charger 2-Port 2.1Amp for iPod/iPhone/iPad/iPad 2/iPad 3,16.68,3,0.2,5.2125
466,CA-2017-111647,03-07-17,07-07-17,Standard Class,RD-19585,Rob Dowd,Texas,75023,Central,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,167.968,4,0.2,62.988
467,CA-2017-149489,24-04-17,27-04-17,First Class,DK-12835,Damala Kotsonis,Pennsylvania,19143,East,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",99.28,2,0.2,12.41
468,CA-2017-149489,24-04-17,27-04-17,First Class,DK-12835,Damala Kotsonis,Pennsylvania,19143,East,OFF-BI-10002813,Office Supplies,Binders,Avery Reinforcements for Hole-Punch Pages,1.188,2,0.7,-0.99
469,CA-2017-149489,24-04-17,27-04-17,First Class,DK-12835,Damala Kotsonis,Pennsylvania,19143,East,OFF-BI-10002414,Office Supplies,Binders,GBC ProClick Spines for 32-Hole Punch,7.518,2,0.7,-5.7638
470,CA-2017-143798,10-12-17,12-12-17,First Class,AW-10840,Anthony Witt,Pennsylvania,19140,East,OFF-PA-10000788,Office Supplies,Paper,Xerox 210,10.368,2,0.2,3.6288
