Order ID,Ship Date,Ship Mode,Customer ID,Customer Name,State,Postal Code,Region
CA-2017-130841,01-08-17,Standard Class,MH-17620,Matt Hagelstein,California,94110,West
CA-2017-121909,05-08-17,Standard Class,EA-14035,Erin Ashbrook,Pennsylvania,19134,East
CA-2017-130771,03-08-17,Standard Class,LA-16780,Laura Armstrong,Texas,78745,Central
CA-2017-130771,03-08-17,Standard Class,LA-16780,Laura Armstrong,Texas,78745,Central
CA-2017-157091,01-07-17,Standard Class,DB-13405,Denny Blanton,Indiana,46350,Central
CA-2017-132122,14-07-17,Standard Class,JH-15820,John Huston,Illinois,60610,Central
CA-2017-104066,10-12-17,Standard Class,QJ-19255,Quincy Jones,Vermont,5408,East
CA-2017-166849,26-04-17,Standard Class,SJ-20125,Sanjit Jacobs,Illinois,60610,Central
CA-2017-103380,25-11-17,Standard Class,BF-11005,Barry Franz,California,91104,West
CA-2017-103380,25-11-17,Standard Class,BF-11005,Barry Franz,California,91104,West
CA-2017-103380,25-11-17,Standard Class,BF-11005,Barry Franz,California,91104,West
CA-2017-103380,25-11-17,Standard Class,BF-11005,Barry Franz,California,91104,West
CA-2017-103380,25-11-17,Standard Class,BF-11005,Barry Franz,California,91104,West
CA-2017-105214,19-06-17,First Class,TS-21610,Troy Staebel,California,94122,West
CA-2017-105214,19-06-17,First Class,TS-21610,Troy Staebel,California,94122,West
CA-2017-122994,09-02-17,First Class,MV-17485,Mark Van Huff,Virginia,22204,South
CA-2017-149146,12-10-17,Same Day,SM-20320,Sean Miller,North Carolina,28110,South
CA-2017-137470,17-09-17,Same Day,TP-21415,Tom Prescott,Washington,98115,West
CA-2017-105480,26-12-17,Standard Class,DK-13225,Dean Katz,New York,14609,East
CA-2017-105480,26-12-17,Standard Class,DK-13225,Dean Katz,New York,14609,East
CA-2017-164917,07-12-17,Standard Class,MK-17905,Michael Kennedy,Florida,33180,South
CA-2017-142622,02-11-17,First Class,JK-15625,Jim Karlsson,Washington,98115,West
CA-2017-142622,02-11-17,First Class,JK-15625,Jim Karlsson,Washington,98115,West
CA-2017-142622,02-11-17,First Class,JK-15625,Jim Karlsson,Washington,98115,West
CA-2017-165687,23-11-17,Standard Class,CS-12355,Christine Sundaresam,Virginia,24153,South
US-2017-112928,05-06-17,Second Class,BB-10990,Barry Blumstein,Ohio,43615,East
CA-2017-143343,13-06-17,First Class,BW-11200,Ben Wallace,California,90032,West
CA-2017-115154,11-01-17,First Class,RS-19420,Ricardo Sperren,Washington,98115,West
CA-2017-127929,27-12-17,Standard Class,FM-14215,Filia McAdams,Connecticut,6457,East
CA-2017-157931,22-09-17,Second Class,MO-17800,Meg O'Connel,Georgia,30076,South
CA-2017-157931,22-09-17,Second Class,MO-17800,Meg O'Connel,Georgia,30076,South
CA-2017-116225,09-11-17,Standard Class,SV-20935,Susan Vittorini,New York,10009,East
US-2017-120418,12-06-17,First Class,BC-11125,Becky Castell,Arizona,85345,West
US-2017-120418,12-06-17,First Class,BC-11125,Becky Castell,Arizona,85345,West
US-2017-120418,12-06-17,First Class,BC-11125,Becky Castell,Arizona,85345,West
US-2017-120418,12-06-17,First Class,BC-11125,Becky Castell,Arizona,85345,West
US-2017-120418,12-06-17,First Class,BC-11125,Becky Castell,Arizona,85345,West
CA-2017-122035,25-07-17,Standard Class,EM-13825,Elizabeth Moffitt,South Dakota,57103,Central
CA-2017-122035,25-07-17,Standard Class,EM-13825,Elizabeth Moffitt,South Dakota,57103,Central
CA-2017-122035,25-07-17,Standard Class,EM-13825,Elizabeth Moffitt,South Dakota,57103,Central
CA-2017-122035,25-07-17,Standard Class,EM-13825,Elizabeth Moffitt,South Dakota,57103,Central
CA-2017-122035,25-07-17,Standard Class,EM-13825,Elizabeth Moffitt,South Dakota,57103,Central
CA-2017-122035,25-07-17,Standard Class,EM-13825,Elizabeth Moffitt,South Dakota,57103,Central
CA-2017-165491,24-03-17,Standard Class,HW-14935,Helen Wasserman,Washington,98115,West
CA-2017-138422,26-09-17,First Class,KN-16705,Kristina Nunn,Colorado,80525,West
CA-2017-169285,25-03-17,Standard Class,RW-19690,Robert Waldorf,Indiana,47905,Central
CA-2017-169285,25-03-17,Standard Class,RW-19690,Robert Waldorf,Indiana,47905,Central
CA-2017-152695,10-12-17,Same Day,CC-12220,Chris Cortes,Connecticut,6824,East
CA-2017-152695,10-12-17,Same Day,CC-12220,Chris Cortes,Connecticut,6824,East
CA-2017-109701,03-12-17,Same Day,AM-10360,Alice McCarthy,California,90032,West
CA-2017-109701,03-12-17,Same Day,AM-10360,Alice McCarthy,California,90032,West
CA-2017-109701,03-12-17,Same Day,AM-10360,Alice McCarthy,California,90032,West
CA-2017-109701,03-12-17,Same Day,AM-10360,Alice McCarthy,California,90032,West
CA-2017-109701,03-12-17,Same Day,AM-10360,Alice McCarthy,California,90032,West
CA-2017-136497,20-04-17,Standard Class,RF-19840,Roy Französisch,Ohio,43229,East
CA-2017-123659,13-02-17,First Class,MN-17935,Michael Nguyen,Maryland,20735,East
CA-2017-155152,09-07-17,Second Class,MP-17965,Michael Paige,Rhode Island,2886,East
CA-2017-119669,30-01-17,Standard Class,TP-21130,Theone Pippenger,Georgia,30080,South
US-2017-117534,26-03-17,First Class,CV-12295,Christina VanderZanden,California,93727,West
US-2017-117534,26-03-17,First Class,CV-12295,Christina VanderZanden,California,93727,West
US-2017-117534,26-03-17,First Class,CV-12295,Christina VanderZanden,California,93727,West
US-2017-117534,26-03-17,First Class,CV-12295,Christina VanderZanden,California,93727,West
US-2017-117534,26-03-17,First Class,CV-12295,Christina VanderZanden,California,93727,West
CA-2017-169264,16-08-17,Second Class,NP-18700,Nora Preis,California,94109,West
CA-2017-169264,16-08-17,Second Class,NP-18700,Nora Preis,California,94109,West
CA-2017-147361,15-09-17,Standard Class,SB-20290,Sean Braxton,South Carolina,29501,South
CA-2017-147361,15-09-17,Standard Class,SB-20290,Sean Braxton,South Carolina,29501,South
CA-2017-145877,04-04-17,Second Class,AS-10090,Adam Shillingsburg,Missouri,65807,Central
CA-2017-145877,04-04-17,Second Class,AS-10090,Adam Shillingsburg,Missouri,65807,Central
CA-2017-108574,11-10-17,Standard Class,MG-18145,Mike Gockenbach,California,90045,West
CA-2017-108574,11-10-17,Standard Class,MG-18145,Mike Gockenbach,California,90045,West
CA-2017-108574,11-10-17,Standard Class,MG-18145,Mike Gockenbach,California,90045,West
CA-2017-144589,25-01-17,Standard Class,TM-21010,Tamara Manning,California,94122,West
CA-2017-144589,25-01-17,Standard Class,TM-21010,Tamara Manning,California,94122,West
CA-2017-155985,25-03-17,First Class,BE-11335,Bill Eplett,California,94122,West
CA-2017-168655,18-10-17,Standard Class,ML-18040,Michelle Lonsdale,New Mexico,87105,West
CA-2017-168655,18-10-17,Standard Class,ML-18040,Michelle Lonsdale,New Mexico,87105,West
CA-2017-159597,14-11-17,Standard Class,MC-17590,Matt Collister,California,92236,West
CA-2017-159597,14-11-17,Standard Class,MC-17590,Matt Collister,California,92236,West
US-2017-147669,30-12-17,Standard Class,SV-20935,Susan Vittorini,Ohio,45014,East
US-2017-147669,30-12-17,Standard Class,SV-20935,Susan Vittorini,Ohio,45014,East
US-2017-147669,30-12-17,Standard Class,SV-20935,Susan Vittorini,Ohio,45014,East
US-2017-147669,30-12-17,Standard Class,SV-20935,Susan Vittorini,Ohio,45014,East
CA-2017-100748,20-05-17,Standard Class,RB-19795,Ross Baird,California,94110,West
US-2017-112613,01-06-17,Standard Class,JH-15910,Jonathan Howell,Texas,77070,Central
CA-2017-140053,10-07-17,Standard Class,CA-12265,Christina Anderson,New Mexico,87401,West
CA-2017-139948,22-07-17,Standard Class,SW-20455,Shaun Weien,Florida,33614,South
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-140949,22-03-17,Second Class,DB-13405,Denny Blanton,New York,10011,East
CA-2017-138548,21-08-17,Standard Class,JG-15160,James Galang,New Jersey,7060,East
CA-2017-148691,09-12-17,Standard Class,CS-12460,Chuck Sachs,New York,10009,East
CA-2017-148691,09-12-17,Standard Class,CS-12460,Chuck Sachs,New York,10009,East
CA-2017-148691,09-12-17,Standard Class,CS-12460,Chuck Sachs,New York,10009,East
CA-2017-148691,09-12-17,Standard Class,CS-12460,Chuck Sachs,New York,10009,East
CA-2017-128755,08-05-17,Standard Class,MK-18160,Mike Kennedy,Virginia,23602,South
CA-2017-128755,08-05-17,Standard Class,MK-18160,Mike Kennedy,Virginia,23602,South
CA-2017-128755,08-05-17,Standard Class,MK-18160,Mike Kennedy,Virginia,23602,South
CA-2017-128755,08-05-17,Standard Class,MK-18160,Mike Kennedy,Virginia,23602,South
CA-2017-102750,08-09-17,Second Class,GM-14695,Greg Maxwell,California,90036,West
CA-2017-141992,25-06-17,Standard Class,FO-14305,Frank Olsen,Texas,75220,Central
CA-2017-141992,25-06-17,Standard Class,FO-14305,Frank Olsen,Texas,75220,Central
CA-2017-147956,31-12-17,Standard Class,AH-10210,Alan Hwang,Washington,98105,West
CA-2017-126067,03-09-17,Standard Class,KN-16705,Kristina Nunn,Washington,98105,West
CA-2017-126067,03-09-17,Standard Class,KN-16705,Kristina Nunn,Washington,98105,West
CA-2017-126067,03-09-17,Standard Class,KN-16705,Kristina Nunn,Washington,98105,West
CA-2017-126067,03-09-17,Standard Class,KN-16705,Kristina Nunn,Washington,98105,West
US-2017-133781,23-06-17,First Class,DC-12850,Dan Campbell,Florida,33178,South
CA-2017-131618,20-06-17,First Class,LS-17200,Luke Schmidt,Illinois,60076,Central
CA-2017-131618,20-06-17,First Class,LS-17200,Luke Schmidt,Illinois,60076,Central
CA-2017-131618,20-06-17,First Class,LS-17200,Luke Schmidt,Illinois,60076,Central
CA-2017-163902,08-03-17,Standard Class,MY-17380,Maribeth Yedwab,California,90045,West
CA-2017-163902,08-03-17,Standard Class,MY-17380,Maribeth Yedwab,California,90045,West
CA-2017-155089,06-12-17,Standard Class,DB-12910,Daniel Byrd,Florida,33614,South
CA-2017-123134,07-05-17,Standard Class,DW-13585,Dorothy Wardle,New Jersey,7090,East
US-2017-117723,18-08-17,Second Class,DL-13495,Dionis Lloyd,Pennsylvania,19120,East
CA-2017-108070,20-04-17,Standard Class,JE-15745,Joel Eaton,California,95123,West
CA-2017-108070,20-04-17,Standard Class,JE-15745,Joel Eaton,California,95123,West
CA-2017-101042,23-11-17,Standard Class,AB-10105,Adrian Barton,Kentucky,42420,South
CA-2017-101042,23-11-17,Standard Class,AB-10105,Adrian Barton,Kentucky,42420,South
CA-2017-109589,24-12-17,First Class,BD-11635,Brian Derr,Kentucky,42104,South
CA-2017-123967,03-11-17,Second Class,SF-20200,Sarah Foster,Washington,98226,West
CA-2017-123967,03-11-17,Second Class,SF-20200,Sarah Foster,Washington,98226,West
CA-2017-148929,11-09-17,Standard Class,SP-20620,Stefania Perrino,New York,10011,East
CA-2017-134404,27-12-17,Same Day,DR-12880,Dan Reichenbach,Ohio,43055,East
CA-2017-134404,27-12-17,Same Day,DR-12880,Dan Reichenbach,Ohio,43055,East
CA-2017-109778,21-07-17,Standard Class,VM-21685,Valerie Mitchum,Illinois,60098,Central
CA-2017-145128,14-07-17,Standard Class,SM-20320,Sean Miller,Indiana,47905,Central
CA-2017-131695,06-07-17,Standard Class,RA-19285,Ralph Arnett,New York,10024,East
CA-2017-131695,06-07-17,Standard Class,RA-19285,Ralph Arnett,New York,10024,East
CA-2017-128300,26-11-17,Second Class,RS-19765,Roland Schwarz,South Carolina,29483,South
CA-2017-128300,26-11-17,Second Class,RS-19765,Roland Schwarz,South Carolina,29483,South
CA-2017-149048,17-05-17,Standard Class,BM-11650,Brian Moss,Indiana,47201,Central
CA-2017-149048,17-05-17,Standard Class,BM-11650,Brian Moss,Indiana,47201,Central
CA-2017-149048,17-05-17,Standard Class,BM-11650,Brian Moss,Indiana,47201,Central
CA-2017-149048,17-05-17,Standard Class,BM-11650,Brian Moss,Indiana,47201,Central
CA-2017-149048,17-05-17,Standard Class,BM-11650,Brian Moss,Indiana,47201,Central
CA-2017-108553,29-04-17,Standard Class,SK-19990,Sally Knutson,New York,10024,East
CA-2017-108553,29-04-17,Standard Class,SK-19990,Sally Knutson,New York,10024,East
CA-2017-147942,05-04-17,Standard Class,MS-17365,Maribeth Schnelling,California,94110,West
CA-2017-147942,05-04-17,Standard Class,MS-17365,Maribeth Schnelling,California,94110,West
CA-2017-115931,26-12-17,Standard Class,JM-15655,Jim Mitchum,New Mexico,88220,West
CA-2017-115931,26-12-17,Standard Class,JM-15655,Jim Mitchum,New Mexico,88220,West
CA-2017-115931,26-12-17,Standard Class,JM-15655,Jim Mitchum,New Mexico,88220,West
CA-2017-115931,26-12-17,Standard Class,JM-15655,Jim Mitchum,New Mexico,88220,West
CA-2017-127180,24-10-17,First Class,TA-21385,Tom Ashbrook,New York,10024,East
CA-2017-127180,24-10-17,First Class,TA-21385,Tom Ashbrook,New York,10024,East
CA-2017-127180,24-10-17,First Class,TA-21385,Tom Ashbrook,New York,10024,East
CA-2017-127180,24-10-17,First Class,TA-21385,Tom Ashbrook,New York,10024,East
US-2017-165344,15-11-17,First Class,SB-20290,Sean Braxton,Ohio,45503,East
US-2017-165344,15-11-17,First Class,SB-20290,Sean Braxton,Ohio,45503,East
US-2017-165344,15-11-17,First Class,SB-20290,Sean Braxton,Ohio,45503,East
US-2017-110604,20-05-17,Standard Class,JF-15295,Jason Fortune-,Washington,98103,West
US-2017-110604,20-05-17,Standard Class,JF-15295,Jason Fortune-,Washington,98103,West
US-2017-110604,20-05-17,Standard Class,JF-15295,Jason Fortune-,Washington,98103,West
CA-2017-108441,18-06-17,Standard Class,SB-20170,Sarah Bern,New York,10035,East
CA-2017-108441,18-06-17,Standard Class,SB-20170,Sarah Bern,New York,10035,East
CA-2017-108441,18-06-17,Standard Class,SB-20170,Sarah Bern,New York,10035,East
CA-2017-108441,18-06-17,Standard Class,SB-20170,Sarah Bern,New York,10035,East
CA-2017-112515,21-09-17,Second Class,AS-10225,Alan Schoenberger,Utah,84604,West
CA-2017-112515,21-09-17,Second Class,AS-10225,Alan Schoenberger,Utah,84604,West
CA-2017-112515,21-09-17,Second Class,AS-10225,Alan Schoenberger,Utah,84604,West
CA-2017-112515,21-09-17,Second Class,AS-10225,Alan Schoenberger,Utah,84604,West
CA-2017-112515,21-09-17,Second Class,AS-10225,Alan Schoenberger,Utah,84604,West
CA-2017-112515,21-09-17,Second Class,AS-10225,Alan Schoenberger,Utah,84604,West
CA-2017-112515,21-09-17,Second Class,AS-10225,Alan Schoenberger,Utah,84604,West
CA-2017-123372,02-12-17,Standard Class,DG-13300,Deirdre Greer,New York,10035,East
CA-2017-123372,02-12-17,Standard Class,DG-13300,Deirdre Greer,New York,10035,East
CA-2017-159604,15-04-17,First Class,CL-12700,Craig Leslie,Missouri,65807,Central
CA-2017-136875,03-12-17,Same Day,TC-21295,Toby Carlisle,California,92024,West
CA-2017-132185,02-12-17,Standard Class,DB-13615,Doug Bickford,North Carolina,28806,South
CA-2017-132185,02-12-17,Standard Class,DB-13615,Doug Bickford,North Carolina,28806,South
CA-2017-127026,27-01-17,Standard Class,MH-18115,Mick Hernandez,Michigan,49201,Central
CA-2017-127026,27-01-17,Standard Class,MH-18115,Mick Hernandez,Michigan,49201,Central
CA-2017-127026,27-01-17,Standard Class,MH-18115,Mick Hernandez,Michigan,49201,Central
CA-2017-127026,27-01-17,Standard Class,MH-18115,Mick Hernandez,Michigan,49201,Central
CA-2017-127026,27-01-17,Standard Class,MH-18115,Mick Hernandez,Michigan,49201,Central
CA-2017-137085,06-07-17,Standard Class,CT-11995,Carol Triggs,California,90004,West
CA-2017-156412,08-12-17,Standard Class,CM-12160,Charles McCrossin,Pennsylvania,19134,East
CA-2017-156818,13-07-17,Second Class,JD-16015,Joy Daniels,New York,10009,East
CA-2017-155873,21-06-17,Standard Class,AB-10255,Alejandro Ballentine,New Mexico,88220,West
CA-2017-155873,21-06-17,Standard Class,AB-10255,Alejandro Ballentine,New Mexico,88220,West
CA-2017-155873,21-06-17,Standard Class,AB-10255,Alejandro Ballentine,New Mexico,88220,West
CA-2017-132430,11-10-17,First Class,CP-12085,Cathy Prescott,Ohio,44107,East
CA-2017-146031,01-08-17,Second Class,GM-14440,Gary McGarr,New York,12180,East
CA-2017-128475,01-09-17,Standard Class,SC-20680,Steve Carroll,Georgia,31907,South
CA-2017-144827,27-12-17,Standard Class,SE-20110,Sanjit Engle,California,92627,West
CA-2017-149888,13-11-17,Standard Class,EP-13915,Emily Phan,Pennsylvania,19120,East
CA-2017-149888,13-11-17,Standard Class,EP-13915,Emily Phan,Pennsylvania,19120,East
CA-2017-119193,24-12-17,First Class,SK-19990,Sally Knutson,Ohio,43615,East
CA-2017-119193,24-12-17,First Class,SK-19990,Sally Knutson,Ohio,43615,East
CA-2017-104801,19-02-17,Standard Class,FH-14350,Fred Harton,Washington,98105,West
CA-2017-104801,19-02-17,Standard Class,FH-14350,Fred Harton,Washington,98105,West
CA-2017-104801,19-02-17,Standard Class,FH-14350,Fred Harton,Washington,98105,West
CA-2017-122707,18-04-17,First Class,EB-13750,Edward Becker,Alabama,35244,South
CA-2017-122707,18-04-17,First Class,EB-13750,Edward Becker,Alabama,35244,South
CA-2017-163321,11-08-17,Second Class,FM-14380,Fred McMath,North Carolina,28540,South
CA-2017-126536,14-10-17,First Class,NK-18490,Neil Knudson,California,94110,West
CA-2017-126536,14-10-17,First Class,NK-18490,Neil Knudson,California,94110,West
CA-2017-165757,28-06-17,Standard Class,PL-18925,Paul Lucas,Pennsylvania,19140,East
CA-2017-165757,28-06-17,Standard Class,PL-18925,Paul Lucas,Pennsylvania,19140,East
CA-2017-165757,28-06-17,Standard Class,PL-18925,Paul Lucas,Pennsylvania,19140,East
CA-2017-167752,18-01-17,First Class,RW-19690,Robert Waldorf,Pennsylvania,19134,East
CA-2017-167752,18-01-17,First Class,RW-19690,Robert Waldorf,Pennsylvania,19134,East
CA-2017-158967,12-12-17,First Class,BT-11680,Brian Thompson,Florida,33311,South
CA-2017-143455,18-11-17,Standard Class,ML-17755,Max Ludwig,Ohio,45503,East
CA-2017-108322,05-05-17,Standard Class,SS-20140,Saphhira Shifley,Florida,33068,South
CA-2017-108322,05-05-17,Standard Class,SS-20140,Saphhira Shifley,Florida,33068,South
CA-2017-167668,08-05-17,First Class,TC-21295,Toby Carlisle,New York,10035,East
CA-2017-146724,27-11-17,Standard Class,HG-15025,Hunter Glantz,Minnesota,55044,Central
CA-2017-158743,27-10-17,Standard Class,IG-15085,Ivan Gibson,Arkansas,72209,South
CA-2017-158743,27-10-17,Standard Class,IG-15085,Ivan Gibson,Arkansas,72209,South
CA-2017-158743,27-10-17,Standard Class,IG-15085,Ivan Gibson,Arkansas,72209,South
CA-2017-143329,08-11-17,Standard Class,DL-13330,Denise Leinenbach,New Mexico,88001,West
CA-2017-131016,20-09-17,First Class,DC-12850,Dan Campbell,Texas,76017,Central
CA-2017-131016,20-09-17,First Class,DC-12850,Dan Campbell,Texas,76017,Central
CA-2017-134649,31-01-17,Second Class,CA-11965,Carol Adams,Alabama,35244,South
CA-2017-134649,31-01-17,Second Class,CA-11965,Carol Adams,Alabama,35244,South
CA-2017-110842,16-11-17,Standard Class,GA-14725,Guy Armstrong,California,90036,West
CA-2017-110842,16-11-17,Standard Class,GA-14725,Guy Armstrong,California,90036,West
CA-2017-110842,16-11-17,Standard Class,GA-14725,Guy Armstrong,California,90036,West
US-2017-135062,04-09-17,Second Class,RL-19615,Rob Lucas,North Carolina,28314,South
CA-2017-135650,27-03-17,Standard Class,AC-10660,Anna Chung,Texas,77340,Central
CA-2017-112865,22-05-17,Standard Class,BH-11710,Brosina Hoffman,Pennsylvania,19140,East
CA-2017-138163,20-11-17,First Class,XP-21865,Xylona Preis,Massachusetts,2149,East
CA-2017-152093,15-09-17,Standard Class,SN-20560,Skye Norling,Illinois,60653,Central
CA-2017-157854,15-04-17,Standard Class,DM-13345,Denise Monton,Georgia,30076,South
CA-2017-157854,15-04-17,Standard Class,DM-13345,Denise Monton,Georgia,30076,South
CA-2017-107342,22-12-17,Standard Class,VF-21715,Vicky Freymann,Indiana,47201,Central
CA-2017-137344,20-08-17,Same Day,EM-13810,Eleni McCrary,Massachusetts,2038,East
CA-2017-169810,31-07-17,Standard Class,RB-19360,Raymond Buch,South Dakota,57103,Central
CA-2017-138975,23-05-17,Standard Class,SC-20380,Shahid Collister,Georgia,30318,South
CA-2017-138975,23-05-17,Standard Class,SC-20380,Shahid Collister,Georgia,30318,South
CA-2017-138975,23-05-17,Standard Class,SC-20380,Shahid Collister,Georgia,30318,South
CA-2017-138975,23-05-17,Standard Class,SC-20380,Shahid Collister,Georgia,30318,South
CA-2017-106537,17-08-17,Standard Class,RH-19495,Rick Hansen,Florida,32839,South
US-2017-103828,13-08-17,Same Day,JK-15370,Jay Kimmel,California,94122,West
US-2017-103828,13-08-17,Same Day,JK-15370,Jay Kimmel,California,94122,West
US-2017-103828,13-08-17,Same Day,JK-15370,Jay Kimmel,California,94122,West
US-2017-103828,13-08-17,Same Day,JK-15370,Jay Kimmel,California,94122,West
CA-2017-143861,19-06-17,Standard Class,LC-16885,Lena Creighton,Florida,33710,South
CA-2017-135167,20-06-17,Standard Class,SC-20800,Stuart Calhoun,California,90036,West
CA-2017-137022,22-11-17,Standard Class,SW-20275,Scott Williamson,California,92105,West
US-2017-102638,31-12-17,First Class,MC-17845,Michael Chen,New York,10035,East
CA-2017-102099,19-12-17,First Class,EP-13915,Emily Phan,California,90008,West
CA-2017-102099,19-12-17,First Class,EP-13915,Emily Phan,California,90008,West
CA-2017-102099,19-12-17,First Class,EP-13915,Emily Phan,California,90008,West
CA-2017-164049,06-11-17,Standard Class,KH-16630,Ken Heidel,Washington,98105,West
CA-2017-139913,29-10-17,Standard Class,JC-16105,Julie Creighton,New York,14609,East
CA-2017-139913,29-10-17,Standard Class,JC-16105,Julie Creighton,New York,14609,East
CA-2017-139913,29-10-17,Standard Class,JC-16105,Julie Creighton,New York,14609,East
CA-2017-139913,29-10-17,Standard Class,JC-16105,Julie Creighton,New York,14609,East
CA-2017-124898,15-09-17,Standard Class,DB-12910,Daniel Byrd,Georgia,31907,South
CA-2017-121615,09-11-17,Standard Class,DL-12925,Daniel Lacy,Minnesota,55122,Central
CA-2017-121615,09-11-17,Standard Class,DL-12925,Daniel Lacy,Minnesota,55122,Central
CA-2017-121615,09-11-17,Standard Class,DL-12925,Daniel Lacy,Minnesota,55122,Central
CA-2017-166415,23-02-17,Standard Class,ME-17725,Max Engle,Washington,98103,West
CA-2017-155047,30-08-17,First Class,SE-20110,Sanjit Engle,Texas,75220,Central
CA-2017-164329,30-01-17,Same Day,MM-17920,Michael Moore,California,94109,West
CA-2017-128629,14-07-17,Second Class,BP-11155,Becky Pak,Georgia,31907,South
CA-2017-158106,10-06-17,Standard Class,CT-11995,Carol Triggs,Minnesota,55124,Central
US-2017-120390,26-10-17,Standard Class,TH-21550,Tracy Hopkins,North Carolina,27217,South
CA-2017-143434,24-11-17,Standard Class,ME-17320,Maria Etezadi,Michigan,48601,Central
CA-2017-155880,31-03-17,Standard Class,JD-16150,Justin Deggeller,Wisconsin,53209,Central
CA-2017-155880,31-03-17,Standard Class,JD-16150,Justin Deggeller,Wisconsin,53209,Central
CA-2017-155880,31-03-17,Standard Class,JD-16150,Justin Deggeller,Wisconsin,53209,Central
CA-2017-126242,24-11-17,Standard Class,MC-18100,Mick Crebagga,California,90049,West
CA-2017-126242,24-11-17,Standard Class,MC-18100,Mick Crebagga,California,90049,West
CA-2017-169859,18-12-17,Standard Class,MP-18175,Mike Pelletier,California,92024,West
CA-2017-169859,18-12-17,Standard Class,MP-18175,Mike Pelletier,California,92024,West
CA-2017-169859,18-12-17,Standard Class,MP-18175,Mike Pelletier,California,92024,West
CA-2017-134915,12-11-17,Same Day,EM-14140,Eugene Moren,Arizona,85301,West
CA-2017-134915,12-11-17,Same Day,EM-14140,Eugene Moren,Arizona,85301,West
CA-2017-134915,12-11-17,Same Day,EM-14140,Eugene Moren,Arizona,85301,West
CA-2017-134915,12-11-17,Same Day,EM-14140,Eugene Moren,Arizona,85301,West
CA-2017-134915,12-11-17,Same Day,EM-14140,Eugene Moren,Arizona,85301,West
CA-2017-134915,12-11-17,Same Day,EM-14140,Eugene Moren,Arizona,85301,West
CA-2017-123638,04-07-17,Standard Class,MA-17995,Michelle Arnett,New York,13601,East
CA-2017-168900,09-05-17,Standard Class,SH-20395,Shahid Hopkins,Ohio,45503,East
CA-2017-143665,01-05-17,Standard Class,PO-19180,Philisse Overcash,Washington,98115,West
CA-2017-143665,01-05-17,Standard Class,PO-19180,Philisse Overcash,Washington,98115,West
CA-2017-137428,21-12-17,Second Class,AY-10555,Andy Yotov,California,92054,West
CA-2017-137428,21-12-17,Second Class,AY-10555,Andy Yotov,California,92054,West
CA-2017-137428,21-12-17,Second Class,AY-10555,Andy Yotov,California,92054,West
CA-2017-137428,21-12-17,Second Class,AY-10555,Andy Yotov,California,92054,West
CA-2017-167941,09-11-17,Second Class,JF-15565,Jill Fjeld,North Carolina,28314,South
CA-2017-167941,09-11-17,Second Class,JF-15565,Jill Fjeld,North Carolina,28314,South
CA-2017-167941,09-11-17,Second Class,JF-15565,Jill Fjeld,North Carolina,28314,South
CA-2017-167941,09-11-17,Second Class,JF-15565,Jill Fjeld,North Carolina,28314,South
CA-2017-167941,09-11-17,Second Class,JF-15565,Jill Fjeld,North Carolina,28314,South
CA-2017-111808,20-12-17,Standard Class,AR-10510,Andrew Roberts,Oklahoma,74133,Central
CA-2017-139773,04-12-17,Same Day,DV-13045,Darrin Van Huff,Pennsylvania,19143,East
CA-2017-134607,08-10-17,Second Class,HL-15040,Hunter Lopez,New York,14609,East
CA-2017-147291,17-03-17,Standard Class,MJ-17740,Max Jones,Michigan,48227,Central
CA-2017-104381,23-12-17,Standard Class,RD-19810,Ross DeVincentis,New York,14609,East
CA-2017-116519,15-10-17,First Class,CR-12730,Craig Reiter,New York,10009,East
CA-2017-134845,23-04-17,Standard Class,SR-20425,Sharelle Roach,Colorado,80027,West
CA-2017-134845,23-04-17,Standard Class,SR-20425,Sharelle Roach,Colorado,80027,West
CA-2017-134845,23-04-17,Standard Class,SR-20425,Sharelle Roach,Colorado,80027,West
CA-2017-134845,23-04-17,Standard Class,SR-20425,Sharelle Roach,Colorado,80027,West
CA-2017-134845,23-04-17,Standard Class,SR-20425,Sharelle Roach,Colorado,80027,West
CA-2017-124674,23-11-17,Standard Class,JB-16000,Joy Bell-,Texas,78521,Central
CA-2017-169054,26-04-17,Standard Class,MO-17800,Meg O'Connel,Pennsylvania,19140,East
CA-2017-116855,21-12-17,Standard Class,AI-10855,Arianne Irving,Virginia,23320,South
CA-2017-134173,21-09-17,Standard Class,AB-10060,Adam Bellavance,Pennsylvania,19143,East
CA-2017-101749,08-10-17,Standard Class,AS-10045,Aaron Smayling,California,91104,West
CA-2017-149559,12-09-17,Same Day,KF-16285,Karen Ferguson,California,90805,West
CA-2017-149559,12-09-17,Same Day,KF-16285,Karen Ferguson,California,90805,West
